player,Value,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Kristoffer Ajer,€21.5M,"2024-2025 Brentford Stats
(Premier League)",no NOR,DF,26,19.0,17.0,1363.0,0.0,0.0,4.0,0.0,0.8,1.2,26.0,51.0,41.0,0.0,0.0,0.05,0.08,37.5,0.2,0.0,10.2,467.0,78.0,7318.0,86.9,79.4,49.1,7.0,10.0,7.0,4.0,51.0,739.0,50.0,247.0,345.0,152.0,35.0,25.0,50.0,42.9,361.0,1982.0,26.0,2.0,15.0,12.0,463.0,41.0,23.0,16.0,21.0,17.0,4.0,13.0,12.0,17.0,1.12,2.0,0.13,11.0,6.0,1.0,14.0,40.0,27.0,56.3,N/a,N/a,N/a,N/a
Yasin Ayari,€21.5M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",se SWE,MF,21,28.0,18.0,1633.0,0.0,1.0,3.0,0.0,2.2,2.1,26.0,63.0,55.0,0.0,0.06,0.12,0.12,25.0,0.33,0.0,18.6,647.0,80.8,9757.0,91.7,84.2,37.3,26.0,22.0,17.0,4.0,63.0,1019.0,49.0,229.0,517.0,288.0,42.0,46.0,42.1,34.2,525.0,2649.0,26.0,6.0,31.0,21.0,653.0,55.0,51.0,28.0,17.0,20.0,6.0,14.0,18.0,50.0,2.75,5.0,0.28,31.0,22.0,3.0,60.0,101.0,13.0,43.3,N/a,N/a,N/a,N/a
Jean-Ricner Bellegarde,€21.3M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",fr FRA,"MF,FW",26,30.0,18.0,1479.0,2.0,6.0,3.0,0.0,1.3,3.6,46.0,35.0,80.0,0.12,0.37,0.08,0.22,25.0,0.3,0.1,21.7,401.0,79.4,6195.0,89.7,80.8,58.8,26.0,34.0,15.0,7.0,35.0,718.0,23.0,126.0,325.0,283.0,41.0,18.0,22.4,53.4,442.0,2764.0,46.0,10.0,36.0,23.0,496.0,80.0,32.0,18.0,18.0,17.0,3.0,14.0,10.0,53.0,3.23,10.0,0.61,29.0,39.0,1.0,37.0,55.0,8.0,30.8,N/a,N/a,N/a,N/a
Jacob Murphy,€21M,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,FW,30,28.0,24.0,1893.0,7.0,10.0,3.0,0.0,5.5,7.3,62.0,60.0,175.0,0.33,0.48,0.26,0.35,36.8,0.67,0.18,18.0,539.0,69.1,8055.0,84.5,66.8,43.6,32.0,27.0,29.0,10.0,60.0,1000.0,17.0,151.0,382.0,477.0,71.0,28.0,51.8,44.6,594.0,3583.0,62.0,21.0,24.0,33.0,716.0,175.0,21.0,14.0,15.0,30.0,0.0,30.0,11.0,64.0,3.05,11.0,0.52,11.0,9.0,3.0,84.0,81.0,3.0,16.7,N/a,N/a,N/a,N/a
Andrew Robertson,€20.6M,"2024-2025 Liverpool Stats
(Premier League)",sct SCO,DF,31,30.0,26.0,2218.0,0.0,0.0,3.0,1.0,0.9,4.1,57.0,163.0,90.0,0.0,0.0,0.04,0.17,16.7,0.08,0.0,15.0,1405.0,83.2,23582.0,94.4,87.0,46.7,38.0,48.0,27.0,15.0,163.0,1877.0,85.0,475.0,856.0,559.0,47.0,47.0,38.9,55.6,998.0,4423.0,57.0,6.0,24.0,10.0,1255.0,90.0,38.0,22.0,12.0,9.0,4.0,5.0,20.0,73.0,2.96,3.0,0.12,10.0,7.0,2.0,131.0,89.0,6.0,33.3,N/a,N/a,N/a,N/a
Kevin De Bruyne,€20.4M,"2024-2025 Manchester City Stats
(Premier League)",be BEL,MF,33,22.0,14.0,1279.0,3.0,7.0,2.0,0.0,3.1,7.1,41.0,119.0,119.0,0.21,0.49,0.22,0.5,26.7,0.84,0.07,22.3,683.0,76.1,11577.0,85.8,77.1,58.7,44.0,40.0,47.0,10.0,119.0,1038.0,10.0,65.0,346.0,635.0,61.0,18.0,40.0,46.7,606.0,3126.0,41.0,16.0,22.0,23.0,786.0,119.0,13.0,6.0,12.0,7.0,0.0,7.0,6.0,91.0,6.4,11.0,0.77,14.0,14.0,5.0,95.0,46.0,4.0,25.0,N/a,N/a,N/a,N/a
Wilfred Ndidi,€20.4M,"2024-2025 Leicester City Stats
(Premier League)",ng NGA,MF,28,23.0,23.0,1885.0,0.0,4.0,6.0,0.0,1.7,1.8,13.0,58.0,72.0,0.0,0.19,0.08,0.09,44.4,0.38,0.0,14.5,661.0,79.3,9370.0,86.4,81.4,50.0,14.0,18.0,8.0,1.0,58.0,1133.0,104.0,381.0,541.0,221.0,54.0,47.0,42.9,50.0,541.0,2240.0,13.0,2.0,33.0,27.0,662.0,72.0,68.0,39.0,41.0,41.0,15.0,26.0,23.0,25.0,1.19,3.0,0.14,34.0,16.0,3.0,27.0,107.0,48.0,53.9,N/a,N/a,N/a,N/a
Marcos Senesi,€20.3M,"2024-2025 Bournemouth Stats
(Premier League)",ar ARG,DF,27,13.0,11.0,963.0,0.0,0.0,4.0,0.0,0.8,0.2,12.0,50.0,5.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,6.0,474.0,76.6,9852.0,87.8,85.9,50.6,3.0,14.0,12.0,3.0,50.0,749.0,62.0,326.0,366.0,66.0,12.0,28.0,55.6,44.4,464.0,2404.0,12.0,0.0,5.0,5.0,472.0,5.0,35.0,21.0,26.0,14.0,6.0,8.0,11.0,16.0,1.5,1.0,0.09,17.0,7.0,0.0,9.0,64.0,23.0,46.9,N/a,N/a,N/a,N/a
Trevoh Chalobah,€20.2M,"2024-2025 Crystal Palace Stats
(Premier League)",eng ENG,DF,25,12.0,12.0,1060.0,3.0,0.0,1.0,0.0,1.2,0.4,11.0,34.0,6.0,0.25,0.0,0.1,0.03,36.4,0.34,0.27,15.1,349.0,79.0,6831.0,88.7,85.2,51.2,4.0,9.0,2.0,1.0,34.0,594.0,66.0,275.0,276.0,51.0,14.0,23.0,60.0,20.0,278.0,1213.0,11.0,1.0,4.0,7.0,317.0,6.0,20.0,16.0,19.0,19.0,9.0,10.0,19.0,11.0,0.93,0.0,0.0,10.0,15.0,1.0,7.0,56.0,22.0,53.7,N/a,N/a,N/a,N/a
Trevoh Chalobah,€20.2M,"2024-2025 Chelsea Stats
(Premier League)",eng ENG,DF,25,9.0,7.0,566.0,0.0,1.0,1.0,0.0,0.7,1.2,2.0,24.0,2.0,0.0,0.16,0.12,0.19,33.3,0.32,0.0,10.8,403.0,89.6,7109.0,93.4,94.4,58.7,3.0,2.0,2.0,0.0,24.0,505.0,38.0,220.0,239.0,51.0,10.0,5.0,33.3,0.0,268.0,1016.0,2.0,0.0,3.0,2.0,379.0,2.0,5.0,2.0,9.0,3.0,1.0,2.0,7.0,9.0,1.43,1.0,0.16,6.0,5.0,0.0,3.0,17.0,18.0,66.7,N/a,N/a,N/a,N/a
Will Hughes,€19.8M,"2024-2025 Crystal Palace Stats
(Premier League)",eng ENG,MF,29,26.0,19.0,1695.0,0.0,3.0,10.0,0.0,0.9,2.5,18.0,80.0,24.0,0.0,0.16,0.05,0.13,5.9,0.05,0.0,22.7,618.0,76.6,9930.0,88.6,83.1,38.5,28.0,22.0,14.0,3.0,80.0,997.0,37.0,226.0,517.0,266.0,14.0,59.0,27.3,45.5,438.0,2319.0,18.0,1.0,17.0,23.0,560.0,24.0,61.0,33.0,14.0,28.0,13.0,15.0,17.0,60.0,3.19,6.0,0.32,53.0,27.0,0.0,60.0,100.0,14.0,50.0,N/a,N/a,N/a,N/a
Jake O'Brien,€19.7M,"2024-2025 Everton Stats
(Premier League)",ie IRL,DF,23,15.0,12.0,1121.0,2.0,0.0,4.0,0.0,0.7,0.6,7.0,38.0,24.0,0.16,0.0,0.06,0.04,60.0,0.24,0.4,11.5,386.0,75.8,6896.0,87.9,76.1,60.9,6.0,5.0,8.0,5.0,38.0,646.0,52.0,253.0,269.0,126.0,18.0,17.0,33.3,55.6,272.0,1192.0,7.0,2.0,5.0,5.0,325.0,24.0,19.0,13.0,22.0,13.0,3.0,10.0,3.0,13.0,1.04,0.0,0.0,10.0,3.0,3.0,16.0,42.0,30.0,57.7,N/a,N/a,N/a,N/a
Lewis Cook,€19.5M,"2024-2025 Bournemouth Stats
(Premier League)",eng ENG,"MF,DF",28,30.0,28.0,2572.0,1.0,3.0,7.0,0.0,0.9,4.1,33.0,147.0,46.0,0.03,0.1,0.03,0.14,30.8,0.14,0.08,23.7,1071.0,76.5,18616.0,84.9,84.4,45.9,46.0,26.0,25.0,10.0,147.0,1676.0,72.0,387.0,882.0,426.0,19.0,61.0,62.5,37.5,742.0,3718.0,33.0,4.0,28.0,15.0,835.0,46.0,70.0,39.0,32.0,26.0,8.0,18.0,39.0,84.0,2.94,5.0,0.17,45.0,9.0,3.0,119.0,170.0,37.0,53.6,N/a,N/a,N/a,N/a
Ederson,€19.5M,"2024-2025 Manchester City Stats
(Premier League)",br BRA,GK,31,22.0,22.0,1960.0,0.0,4.0,3.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.18,0.0,0.07,N/a,0.0,N/a,N/a,693.0,88.1,17056.0,100.0,98.3,65.7,4.0,0.0,1.0,0.0,1.0,833.0,587.0,824.0,9.0,0.0,0.0,2.0,N/a,N/a,563.0,2612.0,0.0,0.0,1.0,0.0,529.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.28,4.0,0.18,1.0,0.0,0.0,0.0,37.0,4.0,80.0,1.15,68.5,31.8,0.0
Jack Clarke,€19.4M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,"FW,MF",24,26.0,9.0,960.0,0.0,4.0,2.0,0.0,1.0,1.9,27.0,30.0,47.0,0.0,0.37,0.09,0.18,14.3,0.19,0.0,19.4,246.0,76.6,4029.0,86.9,88.1,46.4,21.0,17.0,6.0,0.0,30.0,444.0,16.0,105.0,181.0,171.0,28.0,30.0,56.8,32.4,255.0,1790.0,27.0,9.0,19.0,15.0,277.0,47.0,27.0,16.0,14.0,5.0,0.0,5.0,5.0,37.0,3.47,5.0,0.47,14.0,19.0,3.0,13.0,61.0,6.0,30.0,N/a,N/a,N/a,N/a
Ola Aina,€19.3M,"2024-2025 Nottingham Forest Stats
(Premier League)",ng NGA,DF,28,30.0,30.0,2569.0,2.0,1.0,2.0,0.0,0.6,0.7,54.0,91.0,52.0,0.07,0.04,0.02,0.03,22.2,0.07,0.22,24.8,839.0,73.3,12948.0,88.1,72.8,36.1,11.0,35.0,15.0,7.0,91.0,1462.0,138.0,539.0,610.0,338.0,21.0,58.0,45.3,37.5,629.0,4026.0,54.0,10.0,39.0,21.0,691.0,52.0,53.0,40.0,18.0,32.0,12.0,20.0,30.0,50.0,1.75,3.0,0.11,21.0,32.0,2.0,42.0,160.0,12.0,40.0,N/a,N/a,N/a,N/a
Djed Spence,€19.2M,"2024-2025 Tottenham Hotspur Stats
(Premier League)",eng ENG,DF,24,19.0,14.0,1334.0,1.0,2.0,4.0,1.0,0.5,1.7,45.0,88.0,63.0,0.07,0.13,0.03,0.11,37.5,0.2,0.13,22.9,803.0,87.0,11315.0,94.5,87.1,55.6,10.0,38.0,15.0,6.0,88.0,1125.0,62.0,386.0,507.0,250.0,22.0,24.0,50.8,39.7,657.0,3955.0,45.0,6.0,23.0,22.0,713.0,63.0,38.0,29.0,11.0,22.0,9.0,13.0,17.0,24.0,1.62,4.0,0.27,17.0,23.0,2.0,19.0,82.0,16.0,59.3,N/a,N/a,N/a,N/a
Konstantinos Mavropanos,€19.1M,"2024-2025 West Ham United Stats
(Premier League)",gr GRE,DF,27,28.0,19.0,1849.0,0.0,0.0,5.0,1.0,1.5,0.5,16.0,58.0,2.0,0.0,0.0,0.07,0.02,29.4,0.24,0.0,15.0,960.0,85.7,18880.0,91.1,92.1,57.8,4.0,10.0,4.0,1.0,58.0,1358.0,202.0,704.0,602.0,60.0,22.0,25.0,52.9,29.4,745.0,3730.0,16.0,1.0,12.0,0.0,885.0,2.0,32.0,22.0,23.0,21.0,15.0,6.0,38.0,14.0,0.68,0.0,0.0,16.0,14.0,3.0,2.0,65.0,55.0,70.5,N/a,N/a,N/a,N/a
Andreas Pereira,€18.9M,"2024-2025 Fulham Stats
(Premier League)",br BRA,MF,29,28.0,20.0,1676.0,2.0,4.0,7.0,0.0,3.4,3.9,21.0,96.0,71.0,0.11,0.21,0.18,0.21,25.0,0.43,0.06,21.8,590.0,69.3,10713.0,83.3,79.0,41.3,49.0,31.0,19.0,4.0,96.0,1002.0,16.0,145.0,416.0,456.0,34.0,37.0,44.4,25.9,511.0,2335.0,21.0,6.0,20.0,19.0,593.0,71.0,22.0,12.0,17.0,15.0,2.0,13.0,8.0,91.0,4.89,8.0,0.43,23.0,21.0,1.0,141.0,90.0,12.0,41.4,N/a,N/a,N/a,N/a
Aaron Ramsdale,€18.7M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,GK,26,24.0,24.0,2160.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,655.0,65.5,18107.0,100.0,95.8,39.4,0.0,0.0,1.0,0.0,0.0,1076.0,783.0,1064.0,14.0,0.0,0.0,2.0,N/a,N/a,668.0,3391.0,0.0,0.0,2.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.08,0.0,0.0,1.0,3.0,0.0,0.0,17.0,4.0,100.0,2.37,67.5,8.3,28.6
Toti Gomes,€18.6M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",pt POR,DF,26,25.0,24.0,2074.0,0.0,1.0,5.0,0.0,0.7,0.9,20.0,64.0,12.0,0.0,0.04,0.03,0.04,28.6,0.09,0.0,11.6,1112.0,84.6,18792.0,91.0,92.1,50.3,7.0,16.0,5.0,3.0,64.0,1564.0,188.0,739.0,757.0,86.0,15.0,32.0,69.6,21.7,903.0,4419.0,20.0,0.0,16.0,12.0,1047.0,12.0,48.0,35.0,18.0,24.0,14.0,10.0,21.0,18.0,0.78,1.0,0.04,19.0,11.0,4.0,11.0,85.0,41.0,69.5,N/a,N/a,N/a,N/a
Cameron Archer,€18.6M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,FW,23,29.0,13.0,1314.0,2.0,0.0,0.0,0.0,5.1,0.4,18.0,14.0,62.0,0.14,0.0,0.35,0.03,33.3,0.62,0.07,13.1,179.0,81.4,2347.0,86.4,90.7,55.6,3.0,8.0,7.0,0.0,14.0,344.0,15.0,55.0,155.0,137.0,47.0,9.0,44.8,51.7,198.0,1008.0,18.0,13.0,32.0,24.0,239.0,62.0,11.0,7.0,27.0,5.0,1.0,4.0,2.0,17.0,1.17,0.0,0.0,15.0,12.0,7.0,3.0,32.0,8.0,22.9,N/a,N/a,N/a,N/a
Kamaldeen Sulemana,€18.5M,"2024-2025 Southampton Stats
(Premier League)",gh GHA,"FW,MF",23,20.0,11.0,972.0,1.0,1.0,0.0,0.0,1.1,0.7,50.0,20.0,67.0,0.09,0.09,0.1,0.07,31.6,0.56,0.05,17.8,209.0,78.9,3052.0,89.0,83.3,39.1,9.0,33.0,9.0,6.0,20.0,429.0,11.0,56.0,163.0,226.0,42.0,12.0,37.5,55.0,282.0,2479.0,50.0,20.0,34.0,20.0,303.0,67.0,14.0,12.0,20.0,9.0,0.0,9.0,5.0,24.0,2.22,3.0,0.28,12.0,10.0,1.0,22.0,48.0,6.0,23.1,N/a,N/a,N/a,N/a
Issa Diop,€17.9M,"2024-2025 Fulham Stats
(Premier League)",fr FRA,DF,28,21.0,15.0,1339.0,0.0,0.0,2.0,0.0,0.5,0.1,6.0,25.0,3.0,0.0,0.0,0.04,0.01,40.0,0.13,0.0,10.7,663.0,87.5,12350.0,92.5,92.9,52.9,3.0,2.0,1.0,0.0,25.0,903.0,125.0,498.0,381.0,26.0,13.0,18.0,50.0,50.0,533.0,2426.0,6.0,0.0,9.0,2.0,617.0,3.0,26.0,12.0,12.0,10.0,7.0,3.0,9.0,6.0,0.4,0.0,0.0,10.0,4.0,0.0,1.0,45.0,20.0,62.5,N/a,N/a,N/a,N/a
Jack Harrison,€17.9M,"2024-2025 Everton Stats
(Premier League)",eng ENG,FW,28,28.0,20.0,1747.0,1.0,0.0,0.0,0.0,3.3,3.6,56.0,43.0,106.0,0.05,0.0,0.17,0.19,22.2,0.31,0.04,16.3,342.0,63.1,5416.0,81.1,69.2,33.3,30.0,27.0,23.0,9.0,43.0,793.0,30.0,135.0,275.0,390.0,59.0,36.0,30.9,58.8,439.0,2557.0,56.0,14.0,45.0,35.0,511.0,106.0,28.0,19.0,25.0,16.0,2.0,14.0,7.0,51.0,2.62,4.0,0.21,12.0,24.0,3.0,106.0,61.0,4.0,13.8,N/a,N/a,N/a,N/a
Dominic Calvert-Lewin,€17.8M,"2024-2025 Everton Stats
(Premier League)",eng ENG,FW,28,22.0,19.0,1574.0,3.0,1.0,2.0,0.0,6.1,0.6,22.0,19.0,105.0,0.17,0.06,0.35,0.04,37.0,0.97,0.07,12.3,174.0,62.6,2035.0,70.0,58.3,37.5,7.0,8.0,5.0,1.0,19.0,491.0,21.0,38.0,204.0,254.0,82.0,6.0,40.0,52.0,268.0,1398.0,22.0,16.0,71.0,32.0,402.0,105.0,9.0,7.0,79.0,6.0,2.0,4.0,6.0,25.0,1.43,4.0,0.23,27.0,22.0,27.0,6.0,32.0,83.0,51.2,N/a,N/a,N/a,N/a
Yukinari Sugawara,€17.6M,"2024-2025 Southampton Stats
(Premier League)",jp JPN,"DF,MF",24,29.0,15.0,1467.0,1.0,1.0,4.0,0.0,0.5,2.2,32.0,68.0,76.0,0.06,0.06,0.03,0.14,38.5,0.31,0.08,19.2,689.0,79.9,10831.0,88.2,82.9,47.9,17.0,15.0,21.0,9.0,68.0,1023.0,61.0,306.0,395.0,327.0,29.0,30.0,45.0,50.0,553.0,2517.0,32.0,7.0,18.0,4.0,692.0,76.0,29.0,16.0,9.0,17.0,7.0,10.0,10.0,39.0,2.39,1.0,0.06,15.0,9.0,4.0,69.0,40.0,5.0,35.7,N/a,N/a,N/a,N/a
Ryan Yates,€17.5M,"2024-2025 Nottingham Forest Stats
(Premier League)",eng ENG,MF,27,29.0,17.0,1742.0,2.0,1.0,8.0,0.0,2.3,1.1,17.0,45.0,12.0,0.1,0.05,0.12,0.06,29.0,0.46,0.06,18.9,555.0,82.1,8083.0,88.7,86.1,55.3,17.0,18.0,4.0,0.0,45.0,938.0,73.0,249.0,459.0,240.0,38.0,35.0,50.0,27.8,378.0,1848.0,17.0,1.0,23.0,18.0,488.0,12.0,39.0,21.0,29.0,33.0,8.0,25.0,24.0,35.0,1.81,3.0,0.15,48.0,46.0,6.0,3.0,89.0,43.0,59.7,N/a,N/a,N/a,N/a
Harry Maguire,€17.5M,"2024-2025 Manchester United Stats
(Premier League)",eng ENG,DF,32,22.0,16.0,1418.0,1.0,0.0,7.0,0.0,1.4,0.3,6.0,42.0,5.0,0.06,0.0,0.09,0.02,36.4,0.25,0.09,8.1,788.0,86.3,14677.0,91.6,91.1,57.8,6.0,6.0,3.0,0.0,42.0,1085.0,133.0,541.0,497.0,60.0,35.0,17.0,40.0,60.0,640.0,3970.0,6.0,3.0,6.0,2.0,702.0,5.0,26.0,13.0,21.0,14.0,12.0,2.0,36.0,15.0,0.95,0.0,0.0,16.0,6.0,1.0,2.0,53.0,51.0,70.8,N/a,N/a,N/a,N/a
Kalvin Phillips,€17.3M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,MF,29,18.0,14.0,1214.0,0.0,0.0,6.0,1.0,0.4,0.2,4.0,49.0,4.0,0.0,0.0,0.03,0.02,20.0,0.15,0.0,24.2,426.0,79.3,8392.0,82.9,86.6,62.1,5.0,5.0,6.0,1.0,49.0,722.0,60.0,220.0,388.0,118.0,4.0,38.0,41.7,50.0,302.0,1447.0,4.0,0.0,24.0,10.0,383.0,4.0,34.0,19.0,21.0,35.0,6.0,29.0,19.0,17.0,1.26,3.0,0.22,28.0,19.0,0.0,18.0,68.0,7.0,25.0,N/a,N/a,N/a,N/a
Harry Winks,€17.1M,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,MF,29,22.0,17.0,1538.0,0.0,2.0,4.0,0.0,0.2,1.2,19.0,101.0,11.0,0.0,0.12,0.01,0.07,40.0,0.23,0.0,29.2,910.0,87.1,14101.0,92.2,91.2,57.9,17.0,13.0,7.0,5.0,101.0,1158.0,49.0,275.0,746.0,151.0,1.0,30.0,25.0,66.7,696.0,3268.0,19.0,0.0,13.0,8.0,827.0,11.0,24.0,11.0,6.0,19.0,7.0,12.0,9.0,39.0,2.28,3.0,0.18,9.0,13.0,0.0,34.0,106.0,8.0,57.1,N/a,N/a,N/a,N/a
Timothy Castagne,€16.8M,"2024-2025 Fulham Stats
(Premier League)",be BEL,DF,29,21.0,16.0,1522.0,0.0,1.0,1.0,0.0,0.4,1.2,17.0,58.0,65.0,0.0,0.06,0.02,0.07,37.5,0.18,0.0,14.0,725.0,82.1,11618.0,90.5,85.8,50.7,9.0,14.0,5.0,3.0,58.0,1077.0,85.0,419.0,431.0,232.0,30.0,44.0,40.0,40.0,521.0,2097.0,17.0,2.0,13.0,5.0,628.0,65.0,45.0,28.0,31.0,13.0,4.0,9.0,20.0,25.0,1.48,3.0,0.18,13.0,6.0,1.0,37.0,51.0,28.0,47.5,N/a,N/a,N/a,N/a
Virgil van Dijk,€16.6M,"2024-2025 Liverpool Stats
(Premier League)",nl NED,DF,33,32.0,32.0,2880.0,2.0,1.0,3.0,0.0,1.7,0.5,18.0,156.0,6.0,0.06,0.03,0.05,0.02,33.3,0.22,0.1,13.2,2294.0,91.7,41794.0,96.1,95.4,67.7,10.0,19.0,3.0,0.0,156.0,2819.0,380.0,1128.0,1561.0,138.0,40.0,20.0,60.0,40.0,1589.0,7696.0,18.0,3.0,6.0,5.0,1931.0,6.0,34.0,16.0,43.0,22.0,12.0,10.0,51.0,39.0,1.22,4.0,0.12,15.0,12.0,0.0,1.0,101.0,102.0,70.3,N/a,N/a,N/a,N/a
James Justin,€16.4M,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,DF,27,30.0,30.0,2526.0,2.0,1.0,5.0,0.0,1.5,0.5,36.0,80.0,90.0,0.07,0.04,0.05,0.02,25.0,0.21,0.08,16.0,1014.0,77.5,15620.0,86.4,83.9,33.9,12.0,25.0,21.0,7.0,80.0,1660.0,130.0,581.0,736.0,353.0,36.0,49.0,32.1,42.9,737.0,3093.0,36.0,4.0,30.0,12.0,913.0,90.0,47.0,29.0,46.0,38.0,12.0,26.0,41.0,31.0,1.1,1.0,0.04,19.0,34.0,2.0,52.0,74.0,57.0,55.3,N/a,N/a,N/a,N/a
Bernd Leno,€16M,"2024-2025 Fulham Stats
(Premier League)",de GER,GK,33,31.0,31.0,2790.0,0.0,1.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,N/a,0.0,N/a,N/a,945.0,80.6,23152.0,99.5,98.9,46.3,2.0,0.0,2.0,0.0,0.0,1227.0,972.0,1218.0,9.0,0.0,0.0,2.0,N/a,N/a,809.0,3197.0,0.0,0.0,0.0,0.0,730.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.16,2.0,0.06,0.0,3.0,0.0,0.0,44.0,9.0,100.0,1.35,68.3,16.1,0.0
Chris Richards,€15.7M,"2024-2025 Crystal Palace Stats
(Premier League)",us USA,DF,25,18.0,16.0,1428.0,1.0,0.0,2.0,0.0,1.0,0.1,5.0,34.0,1.0,0.06,0.0,0.06,0.01,55.6,0.32,0.11,12.4,555.0,81.1,9890.0,88.9,90.5,45.0,2.0,5.0,0.0,0.0,34.0,881.0,103.0,482.0,357.0,47.0,14.0,38.0,20.0,80.0,411.0,1848.0,5.0,0.0,5.0,5.0,503.0,1.0,42.0,27.0,32.0,28.0,11.0,17.0,10.0,6.0,0.38,2.0,0.13,8.0,3.0,1.0,1.0,44.0,31.0,49.2,N/a,N/a,N/a,N/a
James Tarkowski,€15.5M,"2024-2025 Everton Stats
(Premier League)",eng ENG,DF,32,32.0,32.0,2871.0,1.0,1.0,6.0,0.0,1.1,2.6,9.0,74.0,3.0,0.03,0.03,0.04,0.08,28.6,0.13,0.07,8.6,1019.0,80.9,21595.0,84.4,91.9,62.7,15.0,10.0,11.0,0.0,74.0,1667.0,350.0,955.0,618.0,103.0,54.0,38.0,71.4,28.6,711.0,3536.0,9.0,0.0,13.0,7.0,901.0,3.0,61.0,38.0,33.0,57.0,42.0,15.0,40.0,36.0,1.13,4.0,0.13,35.0,26.0,2.0,1.0,98.0,100.0,75.2,N/a,N/a,N/a,N/a
Jens Cajuste,€15.4M,"2024-2025 Ipswich Town Stats
(Premier League)",se SWE,MF,25,25.0,22.0,1694.0,1.0,0.0,2.0,0.0,0.5,0.6,23.0,45.0,15.0,0.05,0.0,0.03,0.03,10.0,0.05,0.1,21.3,554.0,82.7,9184.0,89.1,85.8,50.9,11.0,20.0,5.0,1.0,45.0,871.0,54.0,246.0,459.0,179.0,11.0,46.0,55.8,30.2,393.0,2163.0,23.0,3.0,19.0,12.0,498.0,15.0,39.0,19.0,20.0,22.0,8.0,14.0,24.0,30.0,1.59,1.0,0.05,21.0,21.0,0.0,9.0,93.0,12.0,37.5,N/a,N/a,N/a,N/a
Boubakary Soumaré,€15.3M,"2024-2025 Leicester City Stats
(Premier League)",fr FRA,MF,26,25.0,21.0,1818.0,0.0,0.0,8.0,0.0,0.3,0.4,30.0,93.0,21.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,23.4,929.0,86.9,14175.0,92.3,87.4,72.0,11.0,16.0,13.0,2.0,93.0,1240.0,54.0,320.0,786.0,147.0,16.0,30.0,61.9,28.6,734.0,3444.0,30.0,3.0,20.0,21.0,867.0,21.0,32.0,17.0,8.0,15.0,6.0,9.0,24.0,34.0,1.68,3.0,0.15,20.0,18.0,0.0,8.0,126.0,16.0,66.7,N/a,N/a,N/a,N/a
Daichi Kamada,€15.1M,"2024-2025 Crystal Palace Stats
(Premier League)",jp JPN,MF,28,27.0,12.0,1198.0,0.0,0.0,3.0,1.0,0.8,1.5,18.0,65.0,45.0,0.0,0.0,0.06,0.12,28.6,0.3,0.0,20.3,452.0,78.9,7210.0,87.1,81.3,57.1,16.0,13.0,11.0,2.0,65.0,720.0,18.0,155.0,383.0,186.0,21.0,35.0,30.8,53.8,346.0,1636.0,18.0,4.0,13.0,17.0,462.0,45.0,40.0,23.0,12.0,17.0,3.0,14.0,15.0,39.0,2.93,3.0,0.23,24.0,17.0,2.0,20.0,57.0,3.0,20.0,N/a,N/a,N/a,N/a
