player,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Nélson Semedo,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",pt POR,DF,31,28.0,27.0,2415.0,0.0,4.0,7.0,0.0,0.7,2.6,60.0,64.0,100.0,0.0,0.15,0.03,0.1,42.9,0.22,0.0,23.8,895.0,79.9,13732.0,90.9,82.6,45.9,19.0,35.0,22.0,9.0,64.0,1426.0,112.0,414.0,648.0,382.0,23.0,49.0,44.8,41.4,725.0,4269.0,60.0,9.0,34.0,17.0,811.0,100.0,54.0,30.0,39.0,27.0,10.0,17.0,21.0,48.0,1.79,6.0,0.22,42.0,26.0,3.0,53.0,109.0,27.0,40.9,N/a,N/a,N/a,N/a
Odsonne Édouard,"2024-2025 Crystal Palace Stats
(Premier League)",fr FRA,"MF,FW",27,2.0,1.0,115.0,0.0,0.0,0.0,0.0,0.4,0.0,2.0,4.0,7.0,0.0,0.0,0.31,0.04,20.0,0.78,0.0,20.9,17.0,60.7,230.0,68.8,57.1,100.0,1.0,1.0,0.0,0.0,4.0,45.0,1.0,4.0,23.0,18.0,8.0,2.0,0.0,100.0,23.0,107.0,2.0,2.0,4.0,1.0,26.0,7.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.78,0.0,0.0,4.0,0.0,2.0,1.0,5.0,1.0,20.0,N/a,N/a,N/a,N/a
Ola Aina,"2024-2025 Nottingham Forest Stats
(Premier League)",ng NGA,DF,28,30.0,30.0,2569.0,2.0,1.0,2.0,0.0,0.6,0.7,54.0,91.0,52.0,0.07,0.04,0.02,0.03,22.2,0.07,0.22,24.8,839.0,73.3,12948.0,88.1,72.8,36.1,11.0,35.0,15.0,7.0,91.0,1462.0,138.0,539.0,610.0,338.0,21.0,58.0,45.3,37.5,629.0,4026.0,54.0,10.0,39.0,21.0,691.0,52.0,53.0,40.0,18.0,32.0,12.0,20.0,30.0,50.0,1.75,3.0,0.11,21.0,32.0,2.0,42.0,160.0,12.0,40.0,N/a,N/a,N/a,N/a
Oleksandr Zinchenko,"2024-2025 Arsenal Stats
(Premier League)",ua UKR,"DF,MF",28,11.0,3.0,360.0,0.0,0.0,1.0,0.0,0.2,0.0,9.0,25.0,9.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,15.4,219.0,79.9,3426.0,90.0,82.9,42.9,1.0,3.0,3.0,1.0,25.0,298.0,12.0,63.0,156.0,80.0,15.0,4.0,66.7,0.0,161.0,873.0,9.0,3.0,2.0,2.0,194.0,9.0,2.0,0.0,9.0,5.0,0.0,5.0,3.0,11.0,2.75,1.0,0.25,8.0,2.0,1.0,8.0,14.0,10.0,52.6,N/a,N/a,N/a,N/a
Oliver Scarles,"2024-2025 West Ham United Stats
(Premier League)",eng ENG,DF,19,13.0,6.0,583.0,0.0,0.0,1.0,0.0,0.1,0.0,11.0,21.0,39.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,20.2,260.0,78.5,3880.0,88.7,83.5,31.3,1.0,9.0,5.0,1.0,21.0,417.0,27.0,137.0,166.0,118.0,7.0,20.0,16.7,83.3,190.0,770.0,11.0,1.0,10.0,3.0,241.0,39.0,17.0,11.0,5.0,14.0,2.0,12.0,10.0,5.0,0.77,0.0,0.0,4.0,3.0,1.0,13.0,33.0,5.0,50.0,N/a,N/a,N/a,N/a
Oliver Skipp,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,MF,24,18.0,7.0,854.0,0.0,0.0,6.0,0.0,0.1,0.3,15.0,25.0,17.0,0.0,0.0,0.01,0.03,33.3,0.11,0.0,20.2,319.0,84.2,4775.0,87.9,92.4,59.3,9.0,7.0,4.0,0.0,25.0,459.0,22.0,104.0,288.0,71.0,7.0,11.0,50.0,50.0,266.0,1085.0,15.0,3.0,11.0,5.0,315.0,17.0,14.0,4.0,5.0,14.0,3.0,11.0,8.0,14.0,1.48,0.0,0.0,13.0,12.0,0.0,3.0,35.0,9.0,64.3,N/a,N/a,N/a,N/a
Ollie Watkins,"2024-2025 Aston Villa Stats
(Premier League)",eng ENG,FW,29,32.0,26.0,2167.0,14.0,6.0,1.0,0.0,14.1,2.7,47.0,23.0,135.0,0.58,0.25,0.59,0.11,43.7,1.29,0.17,12.2,261.0,73.3,3294.0,78.1,82.1,75.0,20.0,20.0,7.0,0.0,23.0,587.0,17.0,43.0,212.0,341.0,144.0,10.0,21.6,67.6,344.0,1856.0,47.0,32.0,46.0,42.0,461.0,135.0,9.0,6.0,58.0,11.0,3.0,8.0,6.0,47.0,1.95,10.0,0.42,26.0,28.0,10.0,7.0,37.0,43.0,42.6,N/a,N/a,N/a,N/a
Omar Marmoush,"2024-2025 Manchester City Stats
(Premier League)",eg EGY,"FW,MF",26,10.0,9.0,736.0,6.0,0.0,0.0,0.0,3.8,1.5,18.0,20.0,52.0,0.73,0.0,0.46,0.18,50.0,1.83,0.2,19.2,166.0,77.9,2278.0,85.4,75.9,50.0,10.0,13.0,16.0,3.0,20.0,332.0,2.0,24.0,97.0,215.0,40.0,13.0,27.3,59.1,209.0,1219.0,18.0,8.0,28.0,9.0,234.0,52.0,11.0,6.0,5.0,9.0,1.0,8.0,5.0,29.0,3.55,1.0,0.12,8.0,17.0,8.0,24.0,26.0,3.0,37.5,N/a,N/a,N/a,N/a
Omari Hutchinson,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,"MF,FW",21,27.0,26.0,2223.0,3.0,2.0,5.0,0.0,2.3,2.5,71.0,69.0,131.0,0.12,0.08,0.09,0.1,44.4,0.65,0.08,20.8,581.0,78.3,9129.0,88.2,84.6,52.7,23.0,35.0,20.0,9.0,69.0,1061.0,12.0,168.0,450.0,463.0,74.0,45.0,39.5,47.4,645.0,4832.0,71.0,30.0,68.0,55.0,748.0,131.0,30.0,11.0,22.0,24.0,1.0,23.0,10.0,64.0,2.59,6.0,0.24,28.0,36.0,4.0,56.0,90.0,6.0,21.4,N/a,N/a,N/a,N/a
Orel Mangala,"2024-2025 Everton Stats
(Premier League)",be BEL,MF,27,19.0,14.0,1261.0,1.0,0.0,2.0,0.0,1.1,0.6,6.0,34.0,19.0,0.07,0.0,0.08,0.05,37.5,0.43,0.06,22.1,437.0,89.2,6998.0,90.5,94.9,76.7,8.0,6.0,8.0,1.0,34.0,621.0,22.0,133.0,335.0,157.0,13.0,8.0,58.3,37.5,298.0,1574.0,6.0,3.0,12.0,12.0,406.0,19.0,16.0,8.0,8.0,8.0,3.0,5.0,21.0,24.0,1.72,1.0,0.07,24.0,17.0,2.0,6.0,49.0,6.0,42.9,N/a,N/a,N/a,N/a
Pablo Sarabia,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",es ESP,"MF,FW",32,18.0,6.0,659.0,2.0,2.0,2.0,0.0,2.7,1.6,12.0,47.0,49.0,0.27,0.27,0.37,0.22,46.7,0.96,0.13,18.8,238.0,69.8,4050.0,86.3,76.4,49.2,13.0,13.0,17.0,2.0,47.0,421.0,3.0,47.0,206.0,170.0,22.0,13.0,54.5,27.3,250.0,1137.0,12.0,0.0,15.0,11.0,293.0,49.0,14.0,7.0,7.0,7.0,0.0,7.0,4.0,23.0,3.14,3.0,0.41,14.0,14.0,5.0,38.0,27.0,4.0,36.4,N/a,N/a,N/a,N/a
Pape Matar Sarr,"2024-2025 Tottenham Hotspur Stats
(Premier League)",sn SEN,MF,22,30.0,17.0,1511.0,3.0,2.0,6.0,0.0,3.2,1.5,29.0,75.0,43.0,0.18,0.12,0.19,0.09,42.9,0.71,0.11,21.3,769.0,87.2,11776.0,91.4,90.1,75.5,14.0,28.0,8.0,2.0,75.0,1059.0,32.0,225.0,597.0,255.0,23.0,22.0,44.0,48.0,674.0,3962.0,29.0,5.0,24.0,19.0,756.0,43.0,42.0,30.0,32.0,21.0,7.0,14.0,22.0,38.0,2.26,6.0,0.36,27.0,28.0,2.0,10.0,103.0,23.0,41.8,N/a,N/a,N/a,N/a
Patrick Dorgu,"2024-2025 Manchester United Stats
(Premier League)",dk DEN,DF,20,6.0,5.0,438.0,0.0,0.0,1.0,1.0,0.3,0.4,21.0,19.0,44.0,0.0,0.0,0.07,0.09,25.0,0.41,0.0,15.3,216.0,80.9,2992.0,88.8,74.7,50.0,6.0,10.0,6.0,2.0,19.0,324.0,11.0,91.0,109.0,126.0,20.0,13.0,40.0,40.0,188.0,1078.0,21.0,3.0,8.0,7.0,211.0,44.0,14.0,8.0,4.0,8.0,0.0,8.0,1.0,11.0,2.26,1.0,0.21,8.0,12.0,3.0,21.0,23.0,9.0,69.2,N/a,N/a,N/a,N/a
Patson Daka,"2024-2025 Leicester City Stats
(Premier League)",zm ZAM,"FW,MF",26,19.0,5.0,617.0,1.0,0.0,0.0,0.0,1.3,0.0,9.0,8.0,33.0,0.15,0.0,0.18,0.0,26.7,0.58,0.07,14.8,95.0,72.0,1353.0,80.3,72.1,100.0,0.0,6.0,1.0,0.0,8.0,224.0,8.0,36.0,103.0,89.0,25.0,17.0,13.3,66.7,126.0,618.0,9.0,3.0,17.0,10.0,149.0,33.0,15.0,7.0,26.0,7.0,1.0,6.0,1.0,9.0,1.31,1.0,0.15,10.0,16.0,3.0,3.0,17.0,10.0,27.8,N/a,N/a,N/a,N/a
Pau Torres,"2024-2025 Aston Villa Stats
(Premier League)",es ESP,DF,28,19.0,19.0,1639.0,0.0,0.0,1.0,0.0,0.5,0.0,31.0,72.0,4.0,0.0,0.0,0.03,0.0,25.0,0.11,0.0,11.7,990.0,88.2,17143.0,94.4,93.2,48.7,1.0,19.0,7.0,0.0,72.0,1241.0,190.0,591.0,581.0,75.0,13.0,15.0,87.5,12.5,772.0,5098.0,31.0,0.0,3.0,3.0,882.0,4.0,20.0,14.0,21.0,14.0,10.0,4.0,9.0,12.0,0.66,2.0,0.11,6.0,7.0,0.0,1.0,53.0,15.0,41.7,N/a,N/a,N/a,N/a
Paul Onuachu,"2024-2025 Southampton Stats
(Premier League)",ng NGA,FW,30,22.0,10.0,916.0,4.0,1.0,3.0,0.0,3.2,0.5,7.0,12.0,37.0,0.39,0.1,0.32,0.05,46.7,1.38,0.13,10.3,144.0,61.5,2080.0,62.9,62.3,66.7,8.0,4.0,2.0,0.0,12.0,391.0,15.0,41.0,212.0,141.0,57.0,7.0,29.2,54.2,190.0,769.0,7.0,2.0,44.0,33.0,321.0,37.0,7.0,2.0,51.0,6.0,1.0,5.0,1.0,9.0,0.89,1.0,0.1,26.0,14.0,9.0,0.0,17.0,84.0,62.2,N/a,N/a,N/a,N/a
Pedro Neto,"2024-2025 Chelsea Stats
(Premier League)",pt POR,FW,25,29.0,18.0,1743.0,3.0,4.0,8.0,0.0,2.5,5.4,101.0,49.0,200.0,0.15,0.21,0.13,0.28,29.2,0.72,0.06,19.1,558.0,78.8,9033.0,92.8,82.1,48.6,40.0,48.0,30.0,19.0,49.0,912.0,7.0,76.0,261.0,587.0,93.0,16.0,29.4,45.9,598.0,4998.0,101.0,36.0,35.0,24.0,671.0,200.0,18.0,9.0,23.0,11.0,1.0,10.0,8.0,78.0,4.03,7.0,0.36,17.0,26.0,3.0,113.0,62.0,9.0,28.1,N/a,N/a,N/a,N/a
Pedro Porro,"2024-2025 Tottenham Hotspur Stats
(Premier League)",es ESP,DF,25,30.0,25.0,2373.0,2.0,5.0,4.0,0.0,1.5,3.5,58.0,136.0,95.0,0.08,0.19,0.06,0.13,22.2,0.3,0.06,23.0,1252.0,73.4,21717.0,87.3,79.0,44.5,47.0,37.0,50.0,22.0,136.0,2024.0,122.0,610.0,732.0,694.0,29.0,71.0,33.3,60.6,1071.0,4844.0,58.0,5.0,23.0,16.0,1164.0,95.0,61.0,44.0,22.0,42.0,17.0,25.0,33.0,91.0,3.45,7.0,0.27,24.0,28.0,1.0,168.0,139.0,11.0,33.3,N/a,N/a,N/a,N/a
Pervis Estupiñán,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",ec ECU,DF,27,25.0,21.0,1952.0,1.0,1.0,4.0,0.0,0.7,2.0,52.0,94.0,98.0,0.05,0.05,0.03,0.09,27.8,0.23,0.06,25.3,1104.0,83.6,16791.0,93.3,83.3,52.4,23.0,42.0,28.0,18.0,94.0,1550.0,66.0,389.0,775.0,401.0,26.0,36.0,50.0,46.4,811.0,3943.0,52.0,8.0,25.0,23.0,937.0,98.0,48.0,32.0,24.0,13.0,2.0,11.0,27.0,47.0,2.17,4.0,0.18,29.0,16.0,3.0,100.0,123.0,36.0,60.0,N/a,N/a,N/a,N/a
Phil Foden,"2024-2025 Manchester City Stats
(Premier League)",eng ENG,"MF,FW",24,25.0,19.0,1686.0,7.0,2.0,2.0,0.0,5.1,4.7,47.0,95.0,119.0,0.37,0.11,0.27,0.25,30.8,0.85,0.13,18.5,742.0,84.0,11563.0,90.6,89.2,59.6,42.0,30.0,35.0,5.0,95.0,1074.0,13.0,81.0,374.0,628.0,79.0,17.0,33.3,53.8,676.0,3472.0,47.0,15.0,35.0,30.0,840.0,119.0,12.0,5.0,8.0,12.0,1.0,11.0,9.0,84.0,4.48,9.0,0.48,5.0,31.0,3.0,73.0,58.0,3.0,27.3,N/a,N/a,N/a,N/a
Philip Billing,"2024-2025 Bournemouth Stats
(Premier League)",dk DEN,MF,28,10.0,1.0,184.0,0.0,0.0,1.0,0.0,0.6,1.1,3.0,15.0,13.0,0.0,0.0,0.28,0.54,20.0,0.49,0.0,17.9,70.0,68.6,1023.0,84.3,70.4,26.7,9.0,1.0,7.0,2.0,15.0,148.0,5.0,20.0,72.0,57.0,12.0,4.0,33.3,0.0,58.0,254.0,3.0,1.0,7.0,4.0,75.0,13.0,14.0,5.0,4.0,3.0,0.0,3.0,5.0,16.0,7.83,0.0,0.0,3.0,2.0,0.0,10.0,14.0,6.0,60.0,N/a,N/a,N/a,N/a
Radu Drăgușin,"2024-2025 Tottenham Hotspur Stats
(Premier League)",ro ROU,DF,23,16.0,14.0,1252.0,0.0,0.0,1.0,0.0,0.1,0.4,7.0,37.0,2.0,0.0,0.0,0.01,0.03,20.0,0.07,0.0,12.7,716.0,85.2,13638.0,91.0,93.0,43.9,4.0,3.0,2.0,1.0,37.0,961.0,148.0,510.0,430.0,30.0,12.0,12.0,0.0,0.0,623.0,3349.0,7.0,0.0,8.0,2.0,669.0,2.0,10.0,6.0,22.0,22.0,16.0,6.0,15.0,8.0,0.58,1.0,0.07,6.0,10.0,0.0,1.0,48.0,33.0,60.0,N/a,N/a,N/a,N/a
Raheem Sterling,"2024-2025 Arsenal Stats
(Premier League)",eng ENG,"FW,MF",30,13.0,5.0,355.0,0.0,2.0,1.0,0.0,1.3,0.4,21.0,15.0,63.0,0.0,0.51,0.33,0.1,0.0,0.0,0.0,15.0,116.0,75.3,1475.0,84.6,74.4,66.7,6.0,9.0,8.0,2.0,15.0,210.0,1.0,7.0,45.0,161.0,33.0,6.0,40.9,31.8,152.0,1072.0,21.0,14.0,10.0,13.0,159.0,63.0,7.0,4.0,3.0,2.0,0.0,2.0,1.0,14.0,3.55,2.0,0.51,11.0,3.0,3.0,12.0,12.0,1.0,25.0,N/a,N/a,N/a,N/a
Ramón Sosa,"2024-2025 Nottingham Forest Stats
(Premier League)",py PAR,"FW,MF",25,16.0,1.0,263.0,1.0,0.0,1.0,0.0,0.9,0.5,11.0,4.0,15.0,0.34,0.0,0.32,0.17,50.0,1.71,0.1,18.9,61.0,68.5,955.0,68.2,71.0,71.4,8.0,6.0,5.0,3.0,4.0,135.0,5.0,32.0,40.0,68.0,12.0,4.0,72.7,27.3,65.0,546.0,11.0,4.0,5.0,5.0,71.0,15.0,5.0,3.0,7.0,7.0,0.0,7.0,3.0,14.0,4.75,0.0,0.0,6.0,7.0,3.0,8.0,20.0,4.0,36.4,N/a,N/a,N/a,N/a
Rasmus Højlund,"2024-2025 Manchester United Stats
(Premier League)",dk DEN,FW,22,27.0,18.0,1585.0,3.0,0.0,2.0,0.0,3.3,1.2,25.0,16.0,80.0,0.17,0.0,0.19,0.07,39.1,0.51,0.13,13.5,204.0,77.3,2199.0,83.4,72.9,75.0,13.0,12.0,5.0,1.0,16.0,411.0,5.0,26.0,208.0,183.0,52.0,4.0,26.9,65.4,257.0,1273.0,25.0,15.0,56.0,26.0,326.0,80.0,3.0,1.0,74.0,4.0,0.0,4.0,1.0,30.0,1.7,1.0,0.06,14.0,25.0,9.0,6.0,28.0,20.0,21.3,N/a,N/a,N/a,N/a
Rayan Aït-Nouri,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",dz ALG,DF,23,31.0,31.0,2618.0,4.0,6.0,6.0,1.0,2.3,4.4,69.0,96.0,148.0,0.14,0.21,0.08,0.15,27.6,0.28,0.14,15.2,1197.0,84.4,16586.0,93.5,87.2,41.4,35.0,51.0,25.0,7.0,96.0,1767.0,82.0,488.0,755.0,545.0,74.0,63.0,49.0,37.0,916.0,5002.0,69.0,22.0,38.0,36.0,1064.0,148.0,79.0,49.0,26.0,39.0,6.0,33.0,21.0,70.0,2.41,11.0,0.38,26.0,33.0,4.0,72.0,129.0,18.0,40.9,N/a,N/a,N/a,N/a
Raúl Jiménez,"2024-2025 Fulham Stats
(Premier League)",mx MEX,FW,33,31.0,24.0,1927.0,10.0,3.0,3.0,0.0,10.4,2.8,30.0,45.0,107.0,0.47,0.14,0.49,0.13,34.2,1.21,0.09,14.7,363.0,70.8,5521.0,81.0,75.5,59.6,16.0,16.0,8.0,3.0,45.0,799.0,27.0,93.0,347.0,370.0,137.0,17.0,40.9,52.3,445.0,1999.0,30.0,16.0,53.0,38.0,582.0,107.0,27.0,17.0,77.0,18.0,5.0,13.0,9.0,51.0,2.38,6.0,0.28,32.0,33.0,13.0,18.0,59.0,63.0,45.0,N/a,N/a,N/a,N/a
Reece James,"2024-2025 Chelsea Stats
(Premier League)",eng ENG,"DF,MF",25,13.0,9.0,766.0,1.0,0.0,1.0,0.0,0.2,0.5,5.0,46.0,8.0,0.12,0.0,0.03,0.06,28.6,0.23,0.14,22.2,531.0,84.7,9538.0,94.4,88.3,52.8,9.0,4.0,5.0,1.0,46.0,703.0,31.0,203.0,386.0,118.0,4.0,9.0,40.0,33.3,358.0,1413.0,5.0,0.0,6.0,4.0,442.0,8.0,8.0,8.0,6.0,11.0,4.0,7.0,11.0,13.0,1.53,1.0,0.12,6.0,9.0,0.0,35.0,46.0,20.0,76.9,N/a,N/a,N/a,N/a
Reiss Nelson,"2024-2025 Fulham Stats
(Premier League)",eng ENG,FW,25,11.0,5.0,487.0,1.0,1.0,1.0,0.0,1.1,1.0,45.0,35.0,63.0,0.18,0.18,0.2,0.18,50.0,1.11,0.08,15.4,232.0,86.6,3429.0,92.5,84.6,63.2,13.0,25.0,15.0,3.0,35.0,347.0,5.0,30.0,110.0,212.0,35.0,13.0,37.1,37.1,259.0,1956.0,45.0,21.0,14.0,8.0,274.0,63.0,8.0,6.0,4.0,11.0,0.0,11.0,5.0,31.0,5.73,1.0,0.18,6.0,9.0,1.0,23.0,29.0,0.0,0.0,N/a,N/a,N/a,N/a
Renato Veiga,"2024-2025 Chelsea Stats
(Premier League)",pt POR,"DF,MF",21,7.0,1.0,181.0,0.0,0.0,2.0,0.0,0.1,0.0,4.0,7.0,3.0,0.0,0.0,0.07,0.0,33.3,0.5,0.0,17.1,118.0,84.9,2171.0,88.2,90.2,61.9,0.0,5.0,1.0,0.0,7.0,167.0,2.0,61.0,82.0,27.0,3.0,12.0,60.0,40.0,85.0,417.0,4.0,1.0,1.0,0.0,110.0,3.0,9.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,0.49,0.0,0.0,6.0,1.0,1.0,0.0,9.0,3.0,50.0,N/a,N/a,N/a,N/a
Ricardo Pereira,"2024-2025 Leicester City Stats
(Premier League)",pt POR,DF,31,6.0,2.0,215.0,0.0,0.0,1.0,0.0,0.1,0.0,3.0,9.0,5.0,0.0,0.0,0.04,0.0,50.0,0.42,0.0,17.0,122.0,83.0,1978.0,87.0,85.0,88.9,0.0,3.0,0.0,0.0,9.0,169.0,6.0,41.0,95.0,34.0,5.0,9.0,71.4,14.3,89.0,292.0,3.0,2.0,1.0,0.0,97.0,5.0,6.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,0.84,0.0,0.0,3.0,6.0,0.0,3.0,11.0,1.0,50.0,N/a,N/a,N/a,N/a
Riccardo Calafiori,"2024-2025 Arsenal Stats
(Premier League)",it ITA,DF,22,17.0,11.0,925.0,2.0,1.0,4.0,0.0,0.9,0.3,21.0,54.0,29.0,0.19,0.1,0.08,0.03,60.0,0.58,0.2,14.1,449.0,85.4,6549.0,91.6,85.7,67.9,6.0,12.0,9.0,1.0,54.0,628.0,30.0,161.0,249.0,222.0,29.0,29.0,69.2,23.1,291.0,1572.0,21.0,3.0,11.0,5.0,377.0,29.0,26.0,18.0,13.0,12.0,6.0,6.0,9.0,13.0,1.26,2.0,0.19,16.0,6.0,3.0,11.0,30.0,22.0,62.9,N/a,N/a,N/a,N/a
Richarlison,"2024-2025 Tottenham Hotspur Stats
(Premier League)",br BRA,FW,27,10.0,2.0,295.0,3.0,1.0,1.0,0.0,2.1,0.9,8.0,10.0,17.0,0.92,0.31,0.64,0.28,50.0,1.22,0.38,7.8,51.0,65.4,775.0,76.5,59.3,71.4,4.0,8.0,4.0,2.0,10.0,122.0,8.0,19.0,63.0,41.0,14.0,1.0,11.1,77.8,59.0,318.0,8.0,3.0,5.0,6.0,83.0,17.0,4.0,3.0,14.0,1.0,1.0,0.0,0.0,8.0,2.43,1.0,0.3,4.0,7.0,1.0,7.0,8.0,8.0,36.4,N/a,N/a,N/a,N/a
Rico Lewis,"2024-2025 Manchester City Stats
(Premier League)",eng ENG,"DF,MF",20,26.0,20.0,1810.0,1.0,2.0,5.0,1.0,1.4,0.3,36.0,103.0,68.0,0.05,0.1,0.07,0.02,20.0,0.1,0.1,15.8,1139.0,92.0,16444.0,94.8,94.2,68.3,7.0,38.0,13.0,0.0,103.0,1399.0,51.0,286.0,702.0,426.0,42.0,21.0,42.9,52.4,815.0,4008.0,36.0,8.0,19.0,19.0,1002.0,68.0,29.0,19.0,13.0,27.0,7.0,20.0,13.0,31.0,1.54,3.0,0.15,10.0,33.0,0.0,3.0,93.0,5.0,27.8,N/a,N/a,N/a,N/a
Robert Sánchez,"2024-2025 Chelsea Stats
(Premier League)",es ESP,GK,27,26.0,26.0,2340.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,735.0,71.7,17643.0,99.4,96.0,38.9,1.0,0.0,1.0,0.0,1.0,1089.0,800.0,1078.0,11.0,0.0,0.0,1.0,N/a,N/a,730.0,3525.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.23,2.0,0.08,2.0,3.0,0.0,0.0,38.0,6.0,100.0,1.15,76.8,26.9,20.0
Robin Olsen,"2024-2025 Aston Villa Stats
(Premier League)",se SWE,GK,35,3.0,1.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,54.0,71.1,1466.0,100.0,100.0,37.1,0.0,0.0,0.0,0.0,0.0,83.0,73.0,82.0,1.0,0.0,0.0,1.0,N/a,N/a,44.0,226.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,N/a,2.0,55.6,100.0,N/a
Rodrigo Bentancur,"2024-2025 Tottenham Hotspur Stats
(Premier League)",uy URU,MF,27,22.0,18.0,1428.0,2.0,0.0,7.0,0.0,1.3,0.4,22.0,89.0,32.0,0.13,0.0,0.08,0.03,22.7,0.32,0.09,17.4,858.0,88.4,13800.0,91.6,93.0,74.6,9.0,22.0,11.0,2.0,89.0,1169.0,69.0,290.0,692.0,196.0,22.0,36.0,47.1,41.2,706.0,3219.0,22.0,5.0,16.0,18.0,779.0,32.0,35.0,17.0,22.0,24.0,8.0,16.0,34.0,41.0,2.58,2.0,0.13,27.0,10.0,1.0,4.0,108.0,34.0,60.7,N/a,N/a,N/a,N/a
Rodrigo Gomes,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",pt POR,"DF,FW",21,19.0,6.0,616.0,1.0,0.0,0.0,0.0,0.4,0.8,20.0,24.0,60.0,0.15,0.0,0.05,0.12,50.0,0.29,0.25,15.9,158.0,66.7,2338.0,77.3,69.1,27.3,10.0,15.0,12.0,4.0,24.0,322.0,22.0,77.0,112.0,139.0,23.0,17.0,27.3,54.5,162.0,1103.0,20.0,7.0,15.0,7.0,186.0,60.0,19.0,12.0,15.0,8.0,1.0,7.0,5.0,17.0,2.49,0.0,0.0,2.0,4.0,0.0,19.0,23.0,5.0,25.0,N/a,N/a,N/a,N/a
Rodrigo Muniz,"2024-2025 Fulham Stats
(Premier League)",br BRA,FW,23,30.0,7.0,908.0,8.0,1.0,1.0,0.0,5.5,0.7,5.0,26.0,31.0,0.79,0.1,0.55,0.07,47.2,1.69,0.22,12.0,89.0,65.0,1490.0,67.7,69.8,84.6,7.0,4.0,3.0,0.0,26.0,301.0,12.0,25.0,157.0,123.0,52.0,4.0,33.3,50.0,154.0,628.0,5.0,2.0,47.0,24.0,230.0,31.0,10.0,5.0,63.0,9.0,2.0,7.0,5.0,14.0,1.39,2.0,0.2,11.0,28.0,3.0,1.0,12.0,64.0,50.4,N/a,N/a,N/a,N/a
Roméo Lavia,"2024-2025 Chelsea Stats
(Premier League)",be BEL,MF,21,11.0,8.0,541.0,0.0,1.0,4.0,0.0,0.2,0.7,3.0,18.0,6.0,0.0,0.17,0.03,0.11,0.0,0.0,0.0,16.0,269.0,91.8,4535.0,90.1,96.2,82.4,6.0,8.0,3.0,0.0,18.0,344.0,12.0,86.0,209.0,53.0,1.0,14.0,58.3,41.7,204.0,935.0,3.0,0.0,1.0,6.0,249.0,6.0,17.0,10.0,2.0,6.0,0.0,6.0,11.0,11.0,1.83,2.0,0.33,10.0,3.0,0.0,0.0,28.0,7.0,77.8,N/a,N/a,N/a,N/a
Ross Barkley,"2024-2025 Aston Villa Stats
(Premier League)",eng ENG,MF,31,16.0,3.0,554.0,3.0,1.0,3.0,0.0,1.7,0.6,14.0,32.0,8.0,0.49,0.16,0.27,0.09,28.6,0.65,0.21,13.8,317.0,86.4,4962.0,88.2,92.4,72.2,8.0,13.0,6.0,0.0,32.0,429.0,16.0,68.0,255.0,112.0,17.0,13.0,80.0,20.0,254.0,1377.0,14.0,2.0,5.0,8.0,302.0,8.0,13.0,3.0,4.0,9.0,3.0,6.0,9.0,16.0,2.6,3.0,0.49,8.0,3.0,0.0,1.0,40.0,6.0,60.0,N/a,N/a,N/a,N/a
